"","year","state","industry","unioncovpct_ind","state_cens","sector","nobs","empl","member","covered","pctmem","pctcov","state2","unioncovpct_state","unioncovpct_combined","idvar","naics","robotpct_ind","robotpct_state","robotpct_combined","stateyear","medianhouseinc","unemprate","femalepct","manufemp","healthins","oldage","wage"
"2990",2019,"Kentucky","Nonmetallic mineral product manufacturing",12.1269792318344,61,"Total",1683,1785878.66724167,143088.887675,168555.676408333,0.0801224038004875,0.0943824872374535,"KY",9.43824872374535,10.7826139777899,"Kentucky-Nonmetallic mineral product manufacturing-2019","327",18.8,39,28.9,"Kentucky-2019",52.295,4.8,54.9,14.3,93.6,11.6,43.54
"2991",2019,"Kentucky","Nonmetallic mineral product manufacturing",12.1269792318344,61,"Total",1683,1785878.66724167,143088.887675,168555.676408333,0.0801224038004875,0.0943824872374535,"KY",9.43824872374535,10.7826139777899,"Kentucky-Nonmetallic mineral product manufacturing-2019","327",18.8,39,28.9,"Kentucky-2019",52.295,4.8,54.9,14.3,93.6,11.6,43.54
"2992",2020,"Kentucky","Nonmetallic mineral product manufacturing",6.31480067968369,61,"Total",1520,1691407.11766667,126137.559191667,158323.085141667,0.0745755136013031,0.0936043635010719,"KY",9.36043635010719,7.83761851489544,"Kentucky-Nonmetallic mineral product manufacturing-2020","327",14.1,34.6,24.35,"Kentucky-2020",52.238,5.4,55.2,14.3,94.4,11,45.01
"2993",2020,"Kentucky","Nonmetallic mineral product manufacturing",6.31480067968369,61,"Total",1520,1691407.11766667,126137.559191667,158323.085141667,0.0745755136013031,0.0936043635010719,"KY",9.36043635010719,7.83761851489544,"Kentucky-Nonmetallic mineral product manufacturing-2020","327",14.1,34.6,24.35,"Kentucky-2020",52.238,5.4,55.2,14.3,94.4,11,45.01
"2994",2021,"Kentucky","Nonmetallic mineral product manufacturing",6.49131014943123,61,"Total",1537,1738084.64928333,124914.098016667,169277.430575,0.071868821978569,0.097393088042736,"KY",9.7393088042736,8.11530947685242,"Kentucky-Nonmetallic mineral product manufacturing-2021","327",19.2,35,27.1,"Kentucky-2021",55.573,5.4,54.7,14.4,94.3,11.7,46.95
"2995",2021,"Kentucky","Nonmetallic mineral product manufacturing",6.49131014943123,61,"Total",1537,1738084.64928333,124914.098016667,169277.430575,0.071868821978569,0.097393088042736,"KY",9.7393088042736,8.11530947685242,"Kentucky-Nonmetallic mineral product manufacturing-2021","327",19.2,35,27.1,"Kentucky-2021",55.573,5.4,54.7,14.4,94.3,11.7,46.95
"2996",2018,"Louisiana","Nonmetallic mineral product manufacturing",7.09050819277763,72,"Total",3299,1787075.90218333,89016.0169083334,103899.329425,0.0498109869658947,0.05813929438591,"LA",5.813929438591,6.45221881568432,"Louisiana-Nonmetallic mineral product manufacturing-2018","327",13.3,13.8,13.55,"Louisiana-2018",47.905,6.4,55.1,7.7,92,12.4,46.62
"2997",2018,"Louisiana","Nonmetallic mineral product manufacturing",7.09050819277763,72,"Total",3299,1787075.90218333,89016.0169083334,103899.329425,0.0498109869658947,0.05813929438591,"LA",5.813929438591,6.45221881568432,"Louisiana-Nonmetallic mineral product manufacturing-2018","327",13.3,13.8,13.55,"Louisiana-2018",47.905,6.4,55.1,7.7,92,12.4,46.62
"2998",2019,"Louisiana","Nonmetallic mineral product manufacturing",12.1269792318344,72,"Total",3268,1779714.8789,94069.8782,107457.054966667,0.0528567135334015,0.0603788048028946,"LA",6.03788048028946,9.08242985606194,"Louisiana-Nonmetallic mineral product manufacturing-2019","327",18.8,13.4,16.1,"Louisiana-2019",51.073,5.5,55.3,7.3,91.1,13.2,49
"2999",2019,"Louisiana","Nonmetallic mineral product manufacturing",12.1269792318344,72,"Total",3268,1779714.8789,94069.8782,107457.054966667,0.0528567135334015,0.0603788048028946,"LA",6.03788048028946,9.08242985606194,"Louisiana-Nonmetallic mineral product manufacturing-2019","327",18.8,13.4,16.1,"Louisiana-2019",51.073,5.5,55.3,7.3,91.1,13.2,49
"3000",2020,"Louisiana","Nonmetallic mineral product manufacturing",6.31480067968369,72,"Total",2810,1681295.75945833,98966.17315,112880.886041667,0.0588630363345146,0.0671392232179642,"LA",6.71392232179642,6.51436150074005,"Louisiana-Nonmetallic mineral product manufacturing-2020","327",14.1,12.6,13.35,"Louisiana-2020",50.8,6.6,55.3,7.6,91.3,11.9,52.72
"3001",2020,"Louisiana","Nonmetallic mineral product manufacturing",6.31480067968369,72,"Total",2810,1681295.75945833,98966.17315,112880.886041667,0.0588630363345146,0.0671392232179642,"LA",6.71392232179642,6.51436150074005,"Louisiana-Nonmetallic mineral product manufacturing-2020","327",14.1,12.6,13.35,"Louisiana-2020",50.8,6.6,55.3,7.6,91.3,11.9,52.72
"3002",2021,"Louisiana","Nonmetallic mineral product manufacturing",6.49131014943123,72,"Total",2822,1722710.39881666,80763.7306666666,98463.3982,0.0468817800283432,0.0571560934185982,"LA",5.71560934185982,6.10345974564552,"Louisiana-Nonmetallic mineral product manufacturing-2021","327",19.2,18.9,19.05,"Louisiana-2021",52.087,7.6,55.2,7.2,92.4,14.1,48.19
"3003",2021,"Louisiana","Nonmetallic mineral product manufacturing",6.49131014943123,72,"Total",2822,1722710.39881666,80763.7306666666,98463.3982,0.0468817800283432,0.0571560934185982,"LA",5.71560934185982,6.10345974564552,"Louisiana-Nonmetallic mineral product manufacturing-2021","327",19.2,18.9,19.05,"Louisiana-2021",52.087,7.6,55.2,7.2,92.4,14.1,48.19
"3004",2018,"Maine","Nonmetallic mineral product manufacturing",7.09050819277763,11,"Total",1302,572761.129974999,73904.7573416667,84691.5879083334,0.129032418131828,0.147865459322929,"ME",14.7865459322929,10.9385270625353,"Maine-Nonmetallic mineral product manufacturing-2018","327",13.3,29.2,21.25,"Maine-2018",55.602,3.5,59.7,8.6,92,9.1,42.56
"3005",2018,"Maine","Nonmetallic mineral product manufacturing",7.09050819277763,11,"Total",1302,572761.129974999,73904.7573416667,84691.5879083334,0.129032418131828,0.147865459322929,"ME",14.7865459322929,10.9385270625353,"Maine-Nonmetallic mineral product manufacturing-2018","327",13.3,29.2,21.25,"Maine-2018",55.602,3.5,59.7,8.6,92,9.1,42.56
"3006",2019,"Maine","Nonmetallic mineral product manufacturing",12.1269792318344,11,"Total",1226,589203.931200001,69424.404925,80850.5781333333,0.117827460169792,0.137220025062561,"ME",13.7220025062561,12.9244908690453,"Maine-Nonmetallic mineral product manufacturing-2019","327",18.8,35.2,27,"Maine-2019",58.924,3.5,59.3,8.7,92,8.5,44.85
"3007",2019,"Maine","Nonmetallic mineral product manufacturing",12.1269792318344,11,"Total",1226,589203.931200001,69424.404925,80850.5781333333,0.117827460169792,0.137220025062561,"ME",13.7220025062561,12.9244908690453,"Maine-Nonmetallic mineral product manufacturing-2019","327",18.8,35.2,27,"Maine-2019",58.924,3.5,59.3,8.7,92,8.5,44.85
"3008",2020,"Maine","Nonmetallic mineral product manufacturing",6.31480067968369,11,"Total",1113,556949.762816667,81184.6501416667,92623.068925,0.14576655626297,0.166304171085358,"ME",16.6304171085358,11.4726088941097,"Maine-Nonmetallic mineral product manufacturing-2020","327",14.1,37.7,25.9,"Maine-2020",59.489,4,59.6,8.7,92.4,8.5,46.55
"3009",2020,"Maine","Nonmetallic mineral product manufacturing",6.31480067968369,11,"Total",1113,556949.762816667,81184.6501416667,92623.068925,0.14576655626297,0.166304171085358,"ME",16.6304171085358,11.4726088941097,"Maine-Nonmetallic mineral product manufacturing-2020","327",14.1,37.7,25.9,"Maine-2020",59.489,4,59.6,8.7,92.4,8.5,46.55
"3010",2021,"Maine","Nonmetallic mineral product manufacturing",6.49131014943123,11,"Total",1022,562840.787341666,69647.8457916667,82797.8926416666,0.123743422329426,0.147107124328613,"ME",14.7107124328613,10.6010112911463,"Maine-Nonmetallic mineral product manufacturing-2021","327",19.2,38,28.6,"Maine-2021",64.767,4.9,57.9,9.8,94.3,9.2,47.23
"3011",2021,"Maine","Nonmetallic mineral product manufacturing",6.49131014943123,11,"Total",1022,562840.787341666,69647.8457916667,82797.8926416666,0.123743422329426,0.147107124328613,"ME",14.7107124328613,10.6010112911463,"Maine-Nonmetallic mineral product manufacturing-2021","327",19.2,38,28.6,"Maine-2021",64.767,4.9,57.9,9.8,94.3,9.2,47.23
"3012",2018,"Maryland","Nonmetallic mineral product manufacturing",7.09050819277763,52,"Total",2263,2781321.44276667,306318.055633334,334615.071441667,0.110133998095989,0.120307944715023,"MD",12.0307944715023,9.56065133213997,"Maryland-Nonmetallic mineral product manufacturing-2018","327",13.3,17.6,15.45,"Maryland-2018",83.242,4.9,63.8,4.5,94,7.3,49.81
"3013",2018,"Maryland","Nonmetallic mineral product manufacturing",7.09050819277763,52,"Total",2263,2781321.44276667,306318.055633334,334615.071441667,0.110133998095989,0.120307944715023,"MD",12.0307944715023,9.56065133213997,"Maryland-Nonmetallic mineral product manufacturing-2018","327",13.3,17.6,15.45,"Maryland-2018",83.242,4.9,63.8,4.5,94,7.3,49.81
"3014",2019,"Maryland","Nonmetallic mineral product manufacturing",12.1269792318344,52,"Total",2091,2909903.01382501,328812.953191667,370487.438958334,0.112997904419899,0.127319514751434,"MD",12.7319514751434,12.4294653534889,"Maryland-Nonmetallic mineral product manufacturing-2019","327",18.8,17.9,18.35,"Maryland-2019",86.738,4.5,63.7,4.3,94,7.8,50.37
"3015",2019,"Maryland","Nonmetallic mineral product manufacturing",12.1269792318344,52,"Total",2091,2909903.01382501,328812.953191667,370487.438958334,0.112997904419899,0.127319514751434,"MD",12.7319514751434,12.4294653534889,"Maryland-Nonmetallic mineral product manufacturing-2019","327",18.8,17.9,18.35,"Maryland-2019",86.738,4.5,63.7,4.3,94,7.8,50.37
"3016",2020,"Maryland","Nonmetallic mineral product manufacturing",6.31480067968369,52,"Total",1805,2694148.7317,352667.854591667,381563.416825,0.130901411175728,0.141626715660095,"MD",14.1626715660095,10.2387361228466,"Maryland-Nonmetallic mineral product manufacturing-2020","327",14.1,13.8,13.95,"Maryland-2020",87.063,5.2,63.6,4.5,94.1,7.9,52.27
"3017",2020,"Maryland","Nonmetallic mineral product manufacturing",6.31480067968369,52,"Total",1805,2694148.7317,352667.854591667,381563.416825,0.130901411175728,0.141626715660095,"MD",14.1626715660095,10.2387361228466,"Maryland-Nonmetallic mineral product manufacturing-2020","327",14.1,13.8,13.95,"Maryland-2020",87.063,5.2,63.6,4.5,94.1,7.9,52.27
"3018",2021,"Maryland","Nonmetallic mineral product manufacturing",6.49131014943123,52,"Total",1774,2689273.96645,293968.536933333,331435.068666666,0.109311483800411,0.123243324458599,"MD",12.3243324458599,9.40782129764557,"Maryland-Nonmetallic mineral product manufacturing-2021","327",19.2,21.5,20.35,"Maryland-2021",90.203,5.9,62.5,4.9,93.9,9.1,53.03
"3019",2021,"Maryland","Nonmetallic mineral product manufacturing",6.49131014943123,52,"Total",1774,2689273.96645,293968.536933333,331435.068666666,0.109311483800411,0.123243324458599,"MD",12.3243324458599,9.40782129764557,"Maryland-Nonmetallic mineral product manufacturing-2021","327",19.2,21.5,20.35,"Maryland-2021",90.203,5.9,62.5,4.9,93.9,9.1,53.03
"3020",2018,"Massachusetts","Nonmetallic mineral product manufacturing",7.09050819277763,14,"Total",3744,3392452.28727499,462738.796283333,490970.14495,0.136402443051338,0.144724264740944,"MA",14.4724264740944,10.781467333436,"Massachusetts-Nonmetallic mineral product manufacturing-2018","327",13.3,16.2,14.75,"Massachusetts-2018",79.835,4.8,63.2,8.6,97.2,9.1,51.84
"3021",2018,"Massachusetts","Nonmetallic mineral product manufacturing",7.09050819277763,14,"Total",3744,3392452.28727499,462738.796283333,490970.14495,0.136402443051338,0.144724264740944,"MA",14.4724264740944,10.781467333436,"Massachusetts-Nonmetallic mineral product manufacturing-2018","327",13.3,16.2,14.75,"Massachusetts-2018",79.835,4.8,63.2,8.6,97.2,9.1,51.84
"3022",2019,"Massachusetts","Nonmetallic mineral product manufacturing",12.1269792318344,14,"Total",3535,3393047.54160833,406341.096108334,448921.543891667,0.119756974279881,0.132306292653084,"MA",13.2306292653084,12.6788042485714,"Massachusetts-Nonmetallic mineral product manufacturing-2019","327",18.8,20.8,19.8,"Massachusetts-2019",85.843,3.9,63.7,8.6,97,9.1,52.64
"3023",2019,"Massachusetts","Nonmetallic mineral product manufacturing",12.1269792318344,14,"Total",3535,3393047.54160833,406341.096108334,448921.543891667,0.119756974279881,0.132306292653084,"MA",13.2306292653084,12.6788042485714,"Massachusetts-Nonmetallic mineral product manufacturing-2019","327",18.8,20.8,19.8,"Massachusetts-2019",85.843,3.9,63.7,8.6,97,9.1,52.64
"3024",2020,"Massachusetts","Nonmetallic mineral product manufacturing",6.31480067968369,14,"Total",2954,2987256.17103334,357740.277583333,384272.875716666,0.119755476713181,0.128637403249741,"MA",12.8637403249741,9.58927050232887,"Massachusetts-Nonmetallic mineral product manufacturing-2020","327",14.1,17.9,16,"Massachusetts-2020",84.385,5.1,63.4,8.8,97.3,8.9,55
"3025",2020,"Massachusetts","Nonmetallic mineral product manufacturing",6.31480067968369,14,"Total",2954,2987256.17103334,357740.277583333,384272.875716666,0.119755476713181,0.128637403249741,"MA",12.8637403249741,9.58927050232887,"Massachusetts-Nonmetallic mineral product manufacturing-2020","327",14.1,17.9,16,"Massachusetts-2020",84.385,5.1,63.4,8.8,97.3,8.9,55
"3026",2021,"Massachusetts","Nonmetallic mineral product manufacturing",6.49131014943123,14,"Total",3100,3182737.84914166,401304.101416666,432563.698091666,0.126087695360184,0.135909304022789,"MA",13.5909304022789,10.0411202758551,"Massachusetts-Nonmetallic mineral product manufacturing-2021","327",19.2,21.5,20.35,"Massachusetts-2021",89.645,6.6,63.1,8.9,97.5,10.6,57.69
"3027",2021,"Massachusetts","Nonmetallic mineral product manufacturing",6.49131014943123,14,"Total",3100,3182737.84914166,401304.101416666,432563.698091666,0.126087695360184,0.135909304022789,"MA",13.5909304022789,10.0411202758551,"Massachusetts-Nonmetallic mineral product manufacturing-2021","327",19.2,21.5,20.35,"Massachusetts-2021",89.645,6.6,63.1,8.9,97.5,10.6,57.69
"3028",2018,"Michigan","Nonmetallic mineral product manufacturing",7.09050819277763,34,"Total",3689,4318617.77428333,624598.149558334,662455.79875,0.144629180431366,0.15339532494545,"MI",15.339532494545,11.2150203436613,"Michigan-Nonmetallic mineral product manufacturing-2018","327",13.3,35.6,24.45,"Michigan-2018",56.697,5.3,57,18.8,94.6,9,45.31
"3029",2018,"Michigan","Nonmetallic mineral product manufacturing",7.09050819277763,34,"Total",3689,4318617.77428333,624598.149558334,662455.79875,0.144629180431366,0.15339532494545,"MI",15.339532494545,11.2150203436613,"Michigan-Nonmetallic mineral product manufacturing-2018","327",13.3,35.6,24.45,"Michigan-2018",56.697,5.3,57,18.8,94.6,9,45.31
"3030",2019,"Michigan","Nonmetallic mineral product manufacturing",12.1269792318344,34,"Total",3535,4324868.71914165,591147.533516667,649732.071658334,0.136685654520988,0.150231629610062,"MI",15.0231629610062,13.5750710964203,"Michigan-Nonmetallic mineral product manufacturing-2019","327",18.8,40.5,29.65,"Michigan-2019",59.584,5,57.5,18.5,94.2,8.4,46.92
"3031",2019,"Michigan","Nonmetallic mineral product manufacturing",12.1269792318344,34,"Total",3535,4324868.71914165,591147.533516667,649732.071658334,0.136685654520988,0.150231629610062,"MI",15.0231629610062,13.5750710964203,"Michigan-Nonmetallic mineral product manufacturing-2019","327",18.8,40.5,29.65,"Michigan-2019",59.584,5,57.5,18.5,94.2,8.4,46.92
"3032",2020,"Michigan","Nonmetallic mineral product manufacturing",6.31480067968369,34,"Total",3055,3978295.12545832,605090.285666666,661431.668883334,0.152097880840302,0.166260078549385,"MI",16.6260078549385,11.4704042673111,"Michigan-Nonmetallic mineral product manufacturing-2020","327",14.1,36.2,25.15,"Michigan-2020",59.234,6,57.2,18.6,94.6,8.5,50.36
"3033",2020,"Michigan","Nonmetallic mineral product manufacturing",6.31480067968369,34,"Total",3055,3978295.12545832,605090.285666666,661431.668883334,0.152097880840302,0.166260078549385,"MI",16.6260078549385,11.4704042673111,"Michigan-Nonmetallic mineral product manufacturing-2020","327",14.1,36.2,25.15,"Michigan-2020",59.234,6,57.2,18.6,94.6,8.5,50.36
"3034",2021,"Michigan","Nonmetallic mineral product manufacturing",6.49131014943123,34,"Total",2966,4049359.17238333,538700.922658334,618951.173783333,0.133033618330956,0.152851641178131,"MI",15.2851641178131,10.8882371336222,"Michigan-Nonmetallic mineral product manufacturing-2021","327",19.2,44.4,31.8,"Michigan-2021",63.498,6.9,56.5,18.6,95,9.3,50.39
"3035",2021,"Michigan","Nonmetallic mineral product manufacturing",6.49131014943123,34,"Total",2966,4049359.17238333,538700.922658334,618951.173783333,0.133033618330956,0.152851641178131,"MI",15.2851641178131,10.8882371336222,"Michigan-Nonmetallic mineral product manufacturing-2021","327",19.2,44.4,31.8,"Michigan-2021",63.498,6.9,56.5,18.6,95,9.3,50.39
"3036",2018,"Minnesota","Nonmetallic mineral product manufacturing",7.09050819277763,41,"Total",2304,2637049.50702501,395407.374566667,421226.224466667,0.149943098425865,0.159733906388283,"MN",15.9733906388283,11.531949415803,"Minnesota-Nonmetallic mineral product manufacturing-2018","327",13.3,24.5,18.9,"Minnesota-2018",70.315,3.4,65.9,13.1,95.6,7.6,51.86
"3037",2018,"Minnesota","Nonmetallic mineral product manufacturing",7.09050819277763,41,"Total",2304,2637049.50702501,395407.374566667,421226.224466667,0.149943098425865,0.159733906388283,"MN",15.9733906388283,11.531949415803,"Minnesota-Nonmetallic mineral product manufacturing-2018","327",13.3,24.5,18.9,"Minnesota-2018",70.315,3.4,65.9,13.1,95.6,7.6,51.86
"3038",2019,"Minnesota","Nonmetallic mineral product manufacturing",12.1269792318344,41,"Total",2230,2661670.65879999,363392.146166667,379693.690733333,0.136527836322784,0.14265239238739,"MN",14.265239238739,13.1961092352867,"Minnesota-Nonmetallic mineral product manufacturing-2019","327",18.8,31.4,25.1,"Minnesota-2019",74.593,3.2,65.8,13.4,95.1,7.4,53.68
"3039",2019,"Minnesota","Nonmetallic mineral product manufacturing",12.1269792318344,41,"Total",2230,2661670.65879999,363392.146166667,379693.690733333,0.136527836322784,0.14265239238739,"MN",14.265239238739,13.1961092352867,"Minnesota-Nonmetallic mineral product manufacturing-2019","327",18.8,31.4,25.1,"Minnesota-2019",74.593,3.2,65.8,13.4,95.1,7.4,53.68
"3040",2020,"Minnesota","Nonmetallic mineral product manufacturing",6.31480067968369,41,"Total",1965,2519499.609925,398606.882608333,427661.582616667,0.15820874273777,0.169740676879883,"MN",16.9740676879883,11.644434183836,"Minnesota-Nonmetallic mineral product manufacturing-2020","327",14.1,22.8,18.45,"Minnesota-2020",73.382,3.8,65.6,13.4,95.5,7.1,52.33
"3041",2020,"Minnesota","Nonmetallic mineral product manufacturing",6.31480067968369,41,"Total",1965,2519499.609925,398606.882608333,427661.582616667,0.15820874273777,0.169740676879883,"MN",16.9740676879883,11.644434183836,"Minnesota-Nonmetallic mineral product manufacturing-2020","327",14.1,22.8,18.45,"Minnesota-2020",73.382,3.8,65.6,13.4,95.5,7.1,52.33
